drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR
OSIMERTINIB	552	386	166	mo	scale+nzv	glm	0.07294826767544649	0.12360378359164585	0.35157329760897066
OSIMERTINIB	552	386	166	mo	scale+nzv+pca	glm	0.07387022955225213	0.09287003918660434	0.3047458599991218
OTX015	532	372	160	panel	scale+nzv	glm	0.12768548350798473	0.06495588029102613	0.25486443512390294
OTX015	532	372	160	panel	scale+nzv+pca	glm	0.12926269722260444	0.04882424352938826	0.2209620861808384
OTX015	532	372	160	mo	scale+nzv	glm	0.11933973713767933	0.193484278119275	0.43986847820601443
OTX015	532	372	160	mo	scale+nzv+pca	glm	0.1250177826041079	0.10460212627047945	0.3234225197330567
OXALIPLATIN	583	408	175	panel	scale+nzv	glm	0.07387218610712142	0.14720262417195493	0.3836699417102608
OXALIPLATIN	583	408	175	panel	scale+nzv+pca	glm	0.07616145447830303	0.09733141250540131	0.3119798270808568
OXALIPLATIN	583	408	175	mo	scale+nzv	glm	0.06826507062410941	0.31379077971347125	0.5601703131311684
OXALIPLATIN	583	408	175	mo	scale+nzv+pca	glm	0.07181037711080918	0.19103618730612598	0.43707686658770445
P22077	552	386	166	panel	scale+nzv	glm	0.03684641804194982	2.4622447666549914e-4	-0.015691541564342847
P22077	552	386	166	panel	scale+nzv+pca	glm	0.03607068423628368	0.0065650754520289265	0.08102515320583434
P22077	552	386	166	mo	scale+nzv	glm	0.036670052599570346	0.0013073199193795325	0.03615687928153552
P22077	552	386	166	mo	scale+nzv+pca	glm	0.036157001423960396	0.004581642435635302	0.06768783077950793
PAC-1	608	426	182	panel	scale+nzv	glm	0.061906218510335134	0.013788083443387328	0.11742267005730762
PAC-1	608	426	182	panel	scale+nzv+pca	glm	0.061845300321937885	0.015519063883435593	0.12457553485109182
PAC-1	608	426	182	mo	scale+nzv	glm	0.061282215006809866	0.03644787949600318	0.19091327742198336
PAC-1	608	426	182	mo	scale+nzv+pca	glm	0.060644438887965786	0.05583340019858311	0.2362909228019204
PACLITAXEL	605	424	181	panel	scale+nzv	glm	0.17222852514169837	0.05608472099268829	0.23682212944040573
PACLITAXEL	605	424	181	panel	scale+nzv+pca	glm	0.17423433874774955	0.036792393878563985	0.1918134350835832
PACLITAXEL	605	424	181	mo	scale+nzv	glm	0.16537490119892626	0.14295072246163262	0.37808824692343007
PACLITAXEL	605	424	181	mo	scale+nzv+pca	glm	0.1705461676481612	0.08180285601325955	0.28601198578601483
PALBOCICLIB	660	462	198	panel	scale+nzv	glm	0.1185731553516827	0.03238623726754346	0.17996176612698447
PALBOCICLIB	660	462	198	panel	scale+nzv+pca	glm	0.11867182161222256	0.013997237546492288	0.11830992158940977
PALBOCICLIB	660	462	198	mo	scale+nzv	glm	0.11560721461203269	0.06823123832462111	0.2612110991604704
PALBOCICLIB	660	462	198	mo	scale+nzv+pca	glm	0.11512476968270173	0.07174257296301505	0.26784804080488445
PANOBINOSTAT	633	443	190	panel	scale+nzv	glm	0.1773007071742903	0.06725588963736855	0.2593374050100921
PANOBINOSTAT	633	443	190	panel	scale+nzv+pca	glm	0.17758500808330996	0.06772236692327417	0.26023521461031013
PANOBINOSTAT	633	443	190	mo	scale+nzv	glm	0.16469950484643908	0.19994192143857384	0.4471486569795037
PANOBINOSTAT	633	443	190	mo	scale+nzv+pca	glm	0.17177060891593973	0.12956302463147143	0.35994864165804463
PARTHENOLIDE	234	164	70	panel	scale+nzv	glm	0.05268567168721849	NA	NA
PARTHENOLIDE	234	164	70	panel	scale+nzv+pca	glm	0.05554021159412655	0.07792791545433478	-0.2791557190070352
PARTHENOLIDE	234	164	70	mo	scale+nzv	glm	0.05850034134414336	0.01904470583221473	-0.13800255733940126
PARTHENOLIDE	234	164	70	mo	scale+nzv+pca	glm	0.053396020142792655	0.0029416451966119955	-0.054236935722918524
PAZOPANIB	612	428	184	panel	scale+nzv	glm	0.11263170819440882	0.02538051027076513	0.15931261805257338
PAZOPANIB	612	428	184	panel	scale+nzv+pca	glm	0.1132439560739243	0.013379407767523964	0.11566938993322289
PAZOPANIB	612	428	184	mo	scale+nzv	glm	0.11199145999821113	0.03553516928884941	0.18850774331270695
PAZOPANIB	612	428	184	mo	scale+nzv+pca	glm	0.1127384212818803	0.023367836113320675	0.1528654183042086
PCI-34051	532	372	160	panel	scale+nzv	glm	0.03673924601601404	0.015087722217456695	0.12283208952654308
PCI-34051	532	372	160	panel	scale+nzv+pca	glm	0.03695338996601233	0.004944882756350914	0.07031986032658849
PCI-34051	532	372	160	mo	scale+nzv	glm	0.035961369025531716	0.06097057775179697	0.24692220992004135
PCI-34051	532	372	160	mo	scale+nzv+pca	glm	0.036267835478747124	0.04508187151368619	0.21232491967191744
PD-0325901	667	467	200	panel	scale+nzv	glm	0.1760542678543671	0.06059946259030349	0.24616958096057176
PD-0325901	667	467	200	panel	scale+nzv+pca	glm	0.175433235117288	0.06028420524223019	0.24552842043688178
PD-0325901	667	467	200	mo	scale+nzv	glm	0.15970595892364073	0.2239842090374806	0.4732697001050042
PD-0325901	667	467	200	mo	scale+nzv+pca	glm	0.16479147706109995	0.21103693906303073	0.45938756955650284
PD-173074	666	466	200	panel	scale+nzv	glm	0.077348585577125	NA	NA
PD-173074	666	466	200	panel	scale+nzv+pca	glm	0.07737227918135696	8.974373440406694e-4	0.02995725862025211
PD-173074	666	466	200	mo	scale+nzv	glm	0.077348585577125	NA	NA
PD-173074	666	466	200	mo	scale+nzv+pca	glm	0.07733401945708131	0.002444360000312388	0.04944046925659574
PD-184352	644	451	193	panel	scale+nzv	glm	0.15819693386481412	0.14467207811777508	0.3803578290475629
PD-184352	644	451	193	panel	scale+nzv+pca	glm	0.16442864490786394	0.031730487694745194	0.178130535548359
PD-184352	644	451	193	mo	scale+nzv	glm	0.1486122878362901	0.22184320006502906	0.47100233551971804
PD-184352	644	451	193	mo	scale+nzv+pca	glm	0.15898299257682638	0.10033464020753328	0.31675643672628545
PELITINIB	640	448	192	panel	scale+nzv	glm	0.18449298395788896	1.1243766565295247e-4	0.010603662841346497
PELITINIB	640	448	192	panel	scale+nzv+pca	glm	0.18219074823994272	0.04895849409939799	0.22126566407691453
PELITINIB	640	448	192	mo	scale+nzv	glm	0.17632404206355534	0.13146549454593814	0.3625817074066729
PELITINIB	640	448	192	mo	scale+nzv+pca	glm	0.17734374524757004	0.12901694627169924	0.35918929030763047
PEMETREXED	629	440	189	panel	scale+nzv	glm	0.1031179554619503	0.04015613498477305	0.20038995729520243
PEMETREXED	629	440	189	panel	scale+nzv+pca	glm	0.10389881380076484	0.030195555100611355	0.17376868273832127
PEMETREXED	629	440	189	mo	scale+nzv	glm	0.10062607952930935	0.09053626901127297	0.30089245422787353
PEMETREXED	629	440	189	mo	scale+nzv+pca	glm	0.10269132336508374	0.05685653818345278	0.2384460907279731
PEVONEDISTAT	640	448	192	panel	scale+nzv	glm	0.1596675463671996	0.006805822127734076	0.08249740679399611
PEVONEDISTAT	640	448	192	panel	scale+nzv+pca	glm	0.15910354242781216	0.013196647825720394	0.11487666353842452
PEVONEDISTAT	640	448	192	mo	scale+nzv	glm	0.16197565544174786	0.010287538835522931	0.10142750532041558
PEVONEDISTAT	640	448	192	mo	scale+nzv+pca	glm	0.1588016065633139	0.017986904664609893	0.13411526633687118
PF-4708671	651	456	195	panel	scale+nzv	glm	0.04415162613366726	NA	NA
PF-4708671	651	456	195	panel	scale+nzv+pca	glm	0.0440093260941698	0.011916517710622136	0.10916280369531618
PF-4708671	651	456	195	mo	scale+nzv	glm	0.04415162613366726	NA	NA
PF-4708671	651	456	195	mo	scale+nzv+pca	glm	0.0438719077902586	0.01661877731215395	0.12891383677539797
PF-562271	607	425	182	panel	scale+nzv	glm	0.05958356914621802	NA	NA
PF-562271	607	425	182	panel	scale+nzv+pca	glm	0.05958356914621802	NA	NA
PF-562271	607	425	182	mo	scale+nzv	glm	0.05958356914621802	NA	NA
PF-562271	607	425	182	mo	scale+nzv+pca	glm	0.05958356914621802	NA	NA
PFI-1	643	450	193	panel	scale+nzv	glm	0.09059543051099855	0.05863638459513324	0.24214950876500502
PFI-1	643	450	193	panel	scale+nzv+pca	glm	0.09237218235490734	0.028684500347139163	0.16936499150396803
PFI-1	643	450	193	mo	scale+nzv	glm	0.09017221817216546	0.06434665170825156	0.253666418172078
PFI-1	643	450	193	mo	scale+nzv+pca	glm	0.09091893409672132	0.07308774311762584	0.2703474488831471
PFI-3	652	456	196	panel	scale+nzv	glm	0.029694410641377594	0.0011789422720415578	0.0343357287972974
PFI-3	652	456	196	panel	scale+nzv+pca	glm	0.029738115259069938	3.5711975033566636e-4	0.018897612291918425
PFI-3	652	456	196	mo	scale+nzv	glm	0.029632204724391712	0.0053841106201000044	0.07337649909950736
PFI-3	652	456	196	mo	scale+nzv+pca	glm	0.029739779088994736	1.679895817924436e-4	0.012961079499503257
PHA-665752	243	170	73	panel	scale+nzv	glm	0.023173073342674568	NA	NA
PHA-665752	243	170	73	panel	scale+nzv+pca	glm	0.023193786345200026	0.004312660398615801	0.06567084892565195
PHA-665752	243	170	73	mo	scale+nzv	glm	0.023110765208509635	0.02669359499315542	0.16338174620549084
PHA-665752	243	170	73	mo	scale+nzv+pca	glm	0.023173073342674568	NA	NA
PHA-793887	639	447	192	panel	scale+nzv	glm	0.1858466922698395	0.12555658473593803	0.3543396460120403
PHA-793887	639	447	192	panel	scale+nzv+pca	glm	0.1902390046642922	0.06557752104939366	0.2560810829588817
PHA-793887	639	447	192	mo	scale+nzv	glm	0.1639441277072865	0.3096053599025545	0.5564219261518677
PHA-793887	639	447	192	mo	scale+nzv+pca	glm	0.1714196983865284	0.2527699308964154	0.5027623005918557
PHENFORMIN	629	440	189	panel	scale+nzv	glm	0.1885657044435991	6.658375301649261e-4	0.025803827820013954
PHENFORMIN	629	440	189	panel	scale+nzv+pca	glm	0.1837754435535239	0.002415810435094392	0.04915089455029676
PHENFORMIN	629	440	189	mo	scale+nzv	glm	0.1835908625949256	0.03758207715440226	0.19386097377863926
PHENFORMIN	629	440	189	mo	scale+nzv+pca	glm	0.18011983783321725	0.030151301542875427	0.1736413013740551
PI-103	631	442	189	panel	scale+nzv	glm	0.2425398139631733	0.17698270679775305	0.42069312663478714
PI-103	631	442	189	panel	scale+nzv+pca	glm	0.24951399261755258	0.13051501322707038	0.3612686164435964
PI-103	631	442	189	mo	scale+nzv	glm	0.23148655170791724	0.2632211829637786	0.5130508580674811
PI-103	631	442	189	mo	scale+nzv+pca	glm	0.23862586569915523	0.2397515898794341	0.48964435040081294
PICOLINICI-ACID, PICOLINATE	532	372	160	panel	scale+nzv	glm	0.01460288817554988	0.07330680976416451	0.2707523033404601
PICOLINICI-ACID, PICOLINATE	532	372	160	panel	scale+nzv+pca	glm	0.01500330944254429	0.01772056855682131	0.13311862588241102
PICOLINICI-ACID, PICOLINATE	532	372	160	mo	scale+nzv	glm	0.014062821825576296	0.14956509668483783	0.3867364692976832
PICOLINICI-ACID, PICOLINATE	532	372	160	mo	scale+nzv+pca	glm	0.014759091520893431	0.0664818660585789	0.25784077656293797
PIK-93	640	448	192	panel	scale+nzv	glm	0.16564973546358214	0.07897852132607863	0.28103117500746894
PIK-93	640	448	192	panel	scale+nzv+pca	glm	0.16506661245896773	0.07741662745532214	0.2782384363371138
PIK-93	640	448	192	mo	scale+nzv	glm	0.15287608574665718	0.21536535502066514	0.46407472999578975
PIK-93	640	448	192	mo	scale+nzv+pca	glm	0.15970084130387438	0.13803072280087675	0.3715248616188111
PILARALISIB, XL-147	643	450	193	panel	scale+nzv	glm	0.08440854504568067	0.007735543081951948	0.08795193620354215
PILARALISIB, XL-147	643	450	193	panel	scale+nzv+pca	glm	0.08461195965793593	2.1680994740781498e-4	-0.01472446764429244
PILARALISIB, XL-147	643	450	193	mo	scale+nzv	glm	0.08369225567327976	0.017857252004617654	0.13363102934804347
PILARALISIB, XL-147	643	450	193	mo	scale+nzv+pca	glm	0.08377046878706632	0.013433830083885908	0.11590440062347032
PIPERLONGUMINE	642	449	193	panel	scale+nzv	glm	0.08838316854018013	0.07249181593322837	0.2692430424973473
PIPERLONGUMINE	642	449	193	panel	scale+nzv+pca	glm	0.08825619026698714	0.14021467806492846	0.3744525044180216
PIPERLONGUMINE	642	449	193	mo	scale+nzv	glm	0.08491711692297044	0.1778740479757262	0.42175116831578097
PIPERLONGUMINE	642	449	193	mo	scale+nzv+pca	glm	0.08656880095872516	0.15953719716517825	0.3994210775174218
PLX-4720	667	467	200	panel	scale+nzv	glm	0.0656516029180825	0.16462746314906251	0.4057430999401746
PLX-4720	667	467	200	panel	scale+nzv+pca	glm	0.06981903988012098	0.03936832377163853	0.19841452510246957
PLX-4720	667	467	200	mo	scale+nzv	glm	0.06235603861831787	0.2510186705241049	0.5010176349432273
PLX-4720	667	467	200	mo	scale+nzv+pca	glm	0.06894639299340526	0.06285170679210642	0.25070242677745747
PODOPHYLLOTOXIN	532	372	160	panel	scale+nzv	glm	0.08902421322566108	0.14352744941648443	0.37885016750225203
PODOPHYLLOTOXIN	532	372	160	panel	scale+nzv+pca	glm	0.09157465751605316	0.10651532613545871	0.3263668582063116
PODOPHYLLOTOXIN	532	372	160	mo	scale+nzv	glm	0.08700365911167048	0.1952376944694396	0.4418570973396711
PODOPHYLLOTOXIN	532	372	160	mo	scale+nzv+pca	glm	0.08970669851391913	0.16459088830108107	0.4056980260009667
PONATINIB	618	433	185	panel	scale+nzv	glm	0.13668179718607024	0.050146467593552145	0.22393406974721855
PONATINIB	618	433	185	panel	scale+nzv+pca	glm	0.1350639398679632	0.04407114956573575	0.20993129725159074
PONATINIB	618	433	185	mo	scale+nzv	glm	0.13377059994438842	0.08283074978647607	0.28780331788649705
PONATINIB	618	433	185	mo	scale+nzv+pca	glm	0.13275679833280593	0.07121612152016088	0.26686348854828545
PRT062607	532	372	160	panel	scale+nzv	glm	0.06840768911816714	0.022284651437356685	0.14928044559605483
PRT062607	532	372	160	panel	scale+nzv+pca	glm	0.0686706054923892	0.010678109686902772	0.1033349393327483
PRT062607	532	372	160	mo	scale+nzv	glm	0.06731499708404809	0.048636604180944315	0.22053708119258383
PRT062607	532	372	160	mo	scale+nzv+pca	glm	0.06818858950255492	0.02460969926479019	0.1568747884932126
PYRIDOSTATIN	550	385	165	panel	scale+nzv	glm	0.0593219907451622	0.01978405556251244	0.14065580529260938
PYRIDOSTATIN	550	385	165	panel	scale+nzv+pca	glm	0.0598925868701045	0.0026599157742899187	0.05157437129321034
PYRIDOSTATIN	550	385	165	mo	scale+nzv	glm	0.059073013279855174	0.029568137079140834	0.17195388067485082
PYRIDOSTATIN	550	385	165	mo	scale+nzv+pca	glm	0.05961015491237724	0.009925902521847827	0.09962882375019705
PYRIMETHAMINE	234	164	70	panel	scale+nzv	glm	0.11851794593755434	NA	NA
PYRIMETHAMINE	234	164	70	panel	scale+nzv+pca	glm	0.11851794593755434	NA	NA
PYRIMETHAMINE	234	164	70	mo	scale+nzv	glm	0.11851794593755434	NA	NA
PYRIMETHAMINE	234	164	70	mo	scale+nzv+pca	glm	0.11851794593755434	NA	NA
QL-VIII-58	327	229	98	panel	scale+nzv	glm	0.20809551086956207	NA	NA
QL-VIII-58	327	229	98	panel	scale+nzv+pca	glm	0.2020200285145575	0.07006629639325843	0.2647003898623091
QL-VIII-58	327	229	98	mo	scale+nzv	glm	0.20553268192377155	0.07933734776674943	0.28166886190480733
QL-VIII-58	327	229	98	mo	scale+nzv+pca	glm	0.19949963641314308	0.09476195719991196	0.3078343015323535
QL-X-138	633	443	190	panel	scale+nzv	glm	0.1609633564785366	0.10382811872564132	0.3222237091302273
QL-X-138	633	443	190	panel	scale+nzv+pca	glm	0.16328468947032895	0.07801219542637297	0.2793066333375793
QL-X-138	633	443	190	mo	scale+nzv	glm	0.15213933288352388	0.20032728268233882	0.4475793590887976
QL-X-138	633	443	190	mo	scale+nzv+pca	glm	0.1547126867961429	0.18040207299431116	0.42473765196213903
QL-XI-92	640	448	192	panel	scale+nzv	glm	0.06538857822800498	0.1505220310856437	0.38797168851044234
QL-XI-92	640	448	192	panel	scale+nzv+pca	glm	0.06621294037194116	0.14241185157464903	0.377374948260545
QL-XI-92	640	448	192	mo	scale+nzv	glm	0.060528299365291825	0.27746941626089533	0.5267536580422535
QL-XI-92	640	448	192	mo	scale+nzv+pca	glm	0.0635372710215092	0.1988379297149099	0.4459124686694799
QL-XII-47	632	442	190	panel	scale+nzv	glm	0.17951684539318716	0.06525903904745417	0.2554584879142875
QL-XII-47	632	442	190	panel	scale+nzv+pca	glm	0.1810624959387356	0.04538674959708753	0.21304166164646654
QL-XII-47	632	442	190	mo	scale+nzv	glm	0.17765181821221993	0.10006503285286966	0.31633057527350983
QL-XII-47	632	442	190	mo	scale+nzv+pca	glm	0.1798655616920046	0.058425370143225054	0.24171340497213856
QL-XII-61	306	214	92	panel	scale+nzv	glm	0.09223282634264107	NA	NA
QL-XII-61	306	214	92	panel	scale+nzv+pca	glm	0.09137155503766628	0.027811034061104897	0.16676640567303985
QL-XII-61	306	214	92	mo	scale+nzv	glm	0.08719484159830795	0.1709752408529591	0.41349152452373084
QL-XII-61	306	214	92	mo	scale+nzv+pca	glm	0.09108325152601955	0.06588059728750983	0.25667215915932495
QS11	615	430	185	panel	scale+nzv	glm	0.08383265002389328	NA	NA
QS11	615	430	185	panel	scale+nzv+pca	glm	0.08554705257332475	0.002173896333949924	-0.046625061221942904
QS11	615	430	185	mo	scale+nzv	glm	0.08351951920420142	0.008821998993515205	0.09392549703629577
QS11	615	430	185	mo	scale+nzv+pca	glm	0.08442174132042063	1.7337847978966153e-6	0.0013167326220218801
QUIZARTINIB	640	448	192	panel	scale+nzv	glm	0.11208426057512189	NA	NA
QUIZARTINIB	640	448	192	panel	scale+nzv+pca	glm	0.11165141273873162	0.022281266892289896	0.14926910896863388
QUIZARTINIB	640	448	192	mo	scale+nzv	glm	0.11208426057512189	NA	NA
QUIZARTINIB	640	448	192	mo	scale+nzv+pca	glm	0.11116154630577635	0.05525753375406486	0.23506921056162344
REFAMETINIB	660	462	198	panel	scale+nzv	glm	0.1692480649452008	0.07900220505559022	0.2810733090415919
REFAMETINIB	660	462	198	panel	scale+nzv+pca	glm	0.17468786383164192	0.020235305097147858	0.14225085271149646
REFAMETINIB	660	462	198	mo	scale+nzv	glm	0.1525348430005297	0.24639816904409154	0.49638510155331167
REFAMETINIB	660	462	198	mo	scale+nzv+pca	glm	0.16574935962037676	0.12610084119789192	0.35510680252269444
RO-3306	659	461	198	panel	scale+nzv	glm	0.04317095643718079	0.029571253568241983	0.17196294242726246
RO-3306	659	461	198	panel	scale+nzv+pca	glm	0.04382431772193587	3.726434452516508e-4	-0.019303974856273793
RO-3306	659	461	198	mo	scale+nzv	glm	0.0427013211915378	0.053405955392398174	0.23109728555826478
RO-3306	659	461	198	mo	scale+nzv+pca	glm	0.043422505032972604	0.017447109852766263	0.1320875083146255
ROSCOVITINE	233	163	70	panel	scale+nzv	glm	0.04413669805317799	NA	NA
ROSCOVITINE	233	163	70	panel	scale+nzv+pca	glm	0.043960276368682966	0.02482924723479506	0.15757299018167759
ROSCOVITINE	233	163	70	mo	scale+nzv	glm	0.04413669805317799	NA	NA
ROSCOVITINE	233	163	70	mo	scale+nzv+pca	glm	0.044021090996564594	0.015722287431009	0.12538854585251796
RTRAIL	635	444	191	panel	scale+nzv	glm	0.09611139949246271	0.008067204509601305	0.08981761803566884
RTRAIL	635	444	191	panel	scale+nzv+pca	glm	0.09726661178344831	9.436899295341703e-5	0.00971437043525812
RTRAIL	635	444	191	mo	scale+nzv	glm	0.09609074205687218	0.008703221872523561	0.09329105998177725
RTRAIL	635	444	191	mo	scale+nzv+pca	glm	0.09705781668543045	4.953180229561321e-4	0.022255741348158505
RU-SKI-43	638	447	191	panel	scale+nzv	glm	0.04588237817507906	0.04299736919128882	0.2073580699931614
RU-SKI-43	638	447	191	panel	scale+nzv+pca	glm	0.04647941220552129	0.018712652262080354	0.13679419674123736
RU-SKI-43	638	447	191	mo	scale+nzv	glm	0.045317943852604556	0.06943768683395875	0.263510316371027
RU-SKI-43	638	447	191	mo	scale+nzv+pca	glm	0.0455386098550957	0.05625348206777354	0.2371781652424471
RUCAPARIB	651	456	195	panel	scale+nzv	glm	0.03833330742914614	0.017123681947729466	0.13085748716725942
RUCAPARIB	651	456	195	panel	scale+nzv+pca	glm	0.038549512686296306	0.007136609853406127	0.08447845792511915
RUCAPARIB	651	456	195	mo	scale+nzv	glm	0.03832717112752514	0.020643486150858037	0.14367841226453623
RUCAPARIB	651	456	195	mo	scale+nzv+pca	glm	0.03855716943991645	0.006967515808630435	0.08347164673486701
RUXOLITINIB	663	464	199	panel	scale+nzv	glm	0.06666639394190364	NA	NA
RUXOLITINIB	663	464	199	panel	scale+nzv+pca	glm	0.06666639394190364	NA	NA
RUXOLITINIB	663	464	199	mo	scale+nzv	glm	0.06523669022722667	0.04308738319461748	0.20757500618961205
RUXOLITINIB	663	464	199	mo	scale+nzv+pca	glm	0.06585793494430502	0.04569112692420143	0.21375482900791137
S-TRITYL-L-CYSTEINE	237	166	71	panel	scale+nzv	glm	0.12439909502450451	4.106187977741192e-4	0.02026373109212909
S-TRITYL-L-CYSTEINE	237	166	71	panel	scale+nzv+pca	glm	0.12310917875792611	0.024919866297992456	0.15786027460381682
S-TRITYL-L-CYSTEINE	237	166	71	mo	scale+nzv	glm	0.12023864135909629	0.10936733978765045	0.3307073325277963
S-TRITYL-L-CYSTEINE	237	166	71	mo	scale+nzv+pca	glm	0.12069321266408445	0.06187686919492073	0.2487506164714386
SABUTOCLAX, BI-97C1	531	372	159	panel	scale+nzv	glm	0.12469563845183149	0.24043626819086336	0.49034301074947867
SABUTOCLAX, BI-97C1	531	372	159	panel	scale+nzv+pca	glm	0.13463993401520374	0.16439105333410248	0.4054516658420612
SABUTOCLAX, BI-97C1	531	372	159	mo	scale+nzv	glm	0.11738065502584434	0.3822187997408941	0.6182384651094545
SABUTOCLAX, BI-97C1	531	372	159	mo	scale+nzv+pca	glm	0.12519810441221788	0.2606540064787614	0.5105428546936696
SALUBRINAL	234	164	70	panel	scale+nzv	glm	0.05178635858206933	0.0031112646128126694	0.055778711107488575
SALUBRINAL	234	164	70	panel	scale+nzv+pca	glm	0.051772260713787085	0.008065816795251545	0.08980989252444045
SALUBRINAL	234	164	70	mo	scale+nzv	glm	0.051718720955599026	0.004126917884051965	0.0642410918653471
SALUBRINAL	234	164	70	mo	scale+nzv+pca	glm	0.05119190381307717	0.046852217980040425	0.21645373173045648
SARACATINIB	243	170	73	panel	scale+nzv	glm	0.07891086499479526	NA	NA
SARACATINIB	243	170	73	panel	scale+nzv+pca	glm	0.07700744817362007	0.10510558546678735	0.32419991589571295
SARACATINIB	243	170	73	mo	scale+nzv	glm	0.07891086499479526	NA	NA
SARACATINIB	243	170	73	mo	scale+nzv+pca	glm	0.0779342464943248	0.0954760445049884	0.3089919812956129
SAVOLITINIB	552	386	166	panel	scale+nzv	glm	0.08518930061818025	NA	NA
SAVOLITINIB	552	386	166	panel	scale+nzv+pca	glm	0.08518930061818025	NA	NA
SAVOLITINIB	552	386	166	mo	scale+nzv	glm	0.08509786963717167	0.001827849904919472	0.04275336132889988
SAVOLITINIB	552	386	166	mo	scale+nzv+pca	glm	0.08518930061818025	NA	NA
SB 505124	676	473	203	panel	scale+nzv	glm	0.11658401526042714	0.029448053859414108	0.1716043526820171
SB 505124	676	473	203	panel	scale+nzv+pca	glm	0.11715651463977915	0.024234837307907004	0.15567542294115344
SB 505124	676	473	203	mo	scale+nzv	glm	0.11366787264788979	0.09019447299256815	0.3003239467517836
SB 505124	676	473	203	mo	scale+nzv+pca	glm	0.11425779146082633	0.08122046773314508	0.2849920485437183
SB-216763	603	422	181	panel	scale+nzv	glm	0.030574092007054316	NA	NA
SB-216763	603	422	181	panel	scale+nzv+pca	glm	0.030472815210887613	0.012673897243056844	0.1125784048699254
SB-216763	603	422	181	mo	scale+nzv	glm	0.029898061786625556	0.056233324544774796	0.23713566696044439
SB-216763	603	422	181	mo	scale+nzv+pca	glm	0.0303475095617214	0.027640346354913116	0.16625386117294574
SB-590885	629	440	189	panel	scale+nzv	glm	0.09122998984522639	0.09228334460011857	0.3037817384243473
SB-590885	629	440	189	panel	scale+nzv+pca	glm	0.09303056641801546	0.05032377319459665	0.22432960837704113
SB-590885	629	440	189	mo	scale+nzv	glm	0.08852660961546478	0.1778389153865251	0.42170951540903734
SB-590885	629	440	189	mo	scale+nzv+pca	glm	0.09174996010069827	0.0851052928794907	0.29172811465385146
SB52334	638	447	191	panel	scale+nzv	glm	0.08788061216475915	0.018588360622732454	0.13633913826459537
SB52334	638	447	191	panel	scale+nzv+pca	glm	0.08858180191706325	0.002908259849073475	0.05392828431420264
SB52334	638	447	191	mo	scale+nzv	glm	0.08553992363983053	0.08118737532919192	0.2849339841598259
SB52334	638	447	191	mo	scale+nzv+pca	glm	0.08815380903479729	0.012165080425068147	0.11029542340944228
SCH772984, CS-1421	584	409	175	panel	scale+nzv	glm	0.1193873102214592	0.16534765908622717	0.4066296338023425
SCH772984, CS-1421	584	409	175	panel	scale+nzv+pca	glm	0.12286805978164227	0.044406004271215944	0.21072732208049327
SCH772984, CS-1421	584	409	175	mo	scale+nzv	glm	0.11274086759763974	0.20637038864942506	0.4542800773195156
SCH772984, CS-1421	584	409	175	mo	scale+nzv+pca	glm	0.11816981397183303	0.12284484124730533	0.35049228414803274
SELUMETINIB	657	460	197	panel	scale+nzv	glm	0.115587155558876	0.0699390061911216	0.2644598385220743
SELUMETINIB	657	460	197	panel	scale+nzv+pca	glm	0.11779956872668737	0.026455024011151927	0.1626500046454101
SELUMETINIB	657	460	197	mo	scale+nzv	glm	0.1117838110545133	0.1310903688824642	0.3620640397532793
SELUMETINIB	657	460	197	mo	scale+nzv+pca	glm	0.11508009086438997	0.07839360864472286	0.27998858663296056
SERDEMETAN	649	454	195	panel	scale+nzv	glm	0.07852562072163245	NA	NA
SERDEMETAN	649	454	195	panel	scale+nzv+pca	glm	0.07828170486758575	0.00923225367257541	0.0960846172525832
SERDEMETAN	649	454	195	mo	scale+nzv	glm	0.07795182707404771	0.01064977200548293	0.1031977325597948
SERDEMETAN	649	454	195	mo	scale+nzv+pca	glm	0.07790593849528604	0.013132137298913188	0.11459553786650328
SGC0946	625	438	187	panel	scale+nzv	glm	0.013288643359702663	2.970291027435799e-4	0.017234532275161397
SGC0946	625	438	187	panel	scale+nzv+pca	glm	0.013218516029956894	0.01872980062954594	0.13685686182850293
SGC0946	625	438	187	mo	scale+nzv	glm	0.013196791590943077	0.010031340561355847	0.10015658021995283
SGC0946	625	438	187	mo	scale+nzv+pca	glm	0.013130296643787431	0.027613794534883246	0.16617398874337477
SHIKONIN	615	430	185	panel	scale+nzv	glm	0.18896855624756864	0.0013600482057430235	0.03687883140424902
SHIKONIN	615	430	185	panel	scale+nzv+pca	glm	0.18840845220843186	0.00984856322956544	0.09923992759754231
SHIKONIN	615	430	185	mo	scale+nzv	glm	0.18763694956895732	0.02203575456605384	0.1484444494282418
SHIKONIN	615	430	185	mo	scale+nzv+pca	glm	0.18713521113932682	0.03230134360121017	0.17972574551580017
SINULARIN	532	372	160	panel	scale+nzv	glm	0.019947933273908924	NA	NA
SINULARIN	532	372	160	panel	scale+nzv+pca	glm	0.019947933273908924	NA	NA
SINULARIN	532	372	160	mo	scale+nzv	glm	0.019483757250089263	0.04920898422934707	0.2218309812207192
SINULARIN	532	372	160	mo	scale+nzv+pca	glm	0.019947933273908924	NA	NA
SIROLIMUS	591	414	177	panel	scale+nzv	glm	0.15200031074562656	0.038490643938048165	0.19619032580137116
