drug	total_sample_count	training_sample_count	testing_sample_count	type	pp	model	RMSE	Rsquare	COR	run
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.0978921771471475	0.1369667883075154	0.3700902434643683	iter_22
bkm120	170	119	51	panel	scale+nzv	glm	0.16699369117790325	0.014562269054292214	0.12067422696786673	iter_22
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.16748845472637142	NA	NA	iter_22
bkm120	170	119	51	mo	scale+nzv	glm	0.1687014591492811	0.036897081475114744	0.19208613035592847	iter_22
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.1628088206913214	0.07331746553899526	0.27077198071254577	iter_22
byl719	141	99	42	panel	scale+nzv	glm	0.1780962118710124	NA	NA	iter_22
byl719	141	99	42	panel	scale+nzv+pca	glm	0.1780962118710124	NA	NA	iter_22
byl719	141	99	42	mo	scale+nzv	glm	0.17210225708959273	0.051221088751836334	0.22632076518038802	iter_22
byl719	141	99	42	mo	scale+nzv+pca	glm	0.16824693429453716	0.10879513672443651	0.3298410779821648	iter_22
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.14882286574903672	0.012029645401705443	0.10967974016063971	iter_22
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.14414879644940612	0.04383429955189576	0.2093664241274034	iter_22
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.1271800932142954	0.2635406542399346	0.5133621083016691	iter_22
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.1282224382781571	0.24300382592670974	0.49295418238078653	iter_22
cgm097	132	92	40	panel	scale+nzv	glm	0.1462944608580846	3.095051242516491e-4	0.017592757721620823	iter_22
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.14647941453861937	0.0023694663610220727	-0.048677164677311195	iter_22
cgm097	132	92	40	mo	scale+nzv	glm	0.14562707796754248	NA	NA	iter_22
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.14564724945066704	3.1310034842779e-4	0.01769464179992887	iter_22
clr457	159	111	48	panel	scale+nzv	glm	0.10443439258733123	0.0012116208688793054	0.034808344816714645	iter_22
clr457	159	111	48	panel	scale+nzv+pca	glm	0.10832737998267312	0.013564162850161347	-0.11646528603047926	iter_22
clr457	159	111	48	mo	scale+nzv	glm	0.10471644877976018	0.006491327140427731	0.08056877273750501	iter_22
clr457	159	111	48	mo	scale+nzv+pca	glm	0.10426396702171528	0.020207763083383012	0.1421540118441369	iter_22
hdm201	137	96	41	panel	scale+nzv	glm	0.19298330636027383	NA	NA	iter_22
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.19324776773304816	0.030633180872876472	-0.1750233723617405	iter_22
hdm201	137	96	41	mo	scale+nzv	glm	0.18680858081918109	0.07068294778634612	0.2658626483474994	iter_22
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.19649864286339894	5.012811097004729e-4	0.022389307932593024	iter_22
lee011	172	120	52	panel	scale+nzv	glm	0.18350889980251062	8.903817178443317e-4	-0.02983926470012845	iter_22
lee011	172	120	52	panel	scale+nzv+pca	glm	0.17951397966832192	0.009955154841982564	0.09977552225863097	iter_22
lee011	172	120	52	mo	scale+nzv	glm	0.18756349696667834	3.44826081124373e-4	0.018569493292073778	iter_22
lee011	172	120	52	mo	scale+nzv+pca	glm	0.1808677143837969	0.007922392867347718	0.0890078247534885	iter_22
ljm716	38	27	11	panel	scale+nzv	glm	0.22618214817408377	NA	NA	iter_22
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.23344156932029847	0.14346398841578575	-0.3787664034940081	iter_22
ljm716	38	27	11	mo	scale+nzv	glm	0.22601372820290289	NA	NA	iter_22
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.21134560442552228	0.30653616392768585	0.5536570815294299	iter_22
lka136	115	80	35	panel	scale+nzv	glm	0.1821583029845957	NA	NA	iter_22
lka136	115	80	35	panel	scale+nzv+pca	glm	0.18232303800957372	0.0025421177410206983	-0.05041941829316061	iter_22
lka136	115	80	35	mo	scale+nzv	glm	0.1821583029845957	NA	NA	iter_22
lka136	115	80	35	mo	scale+nzv+pca	glm	0.18300603491675566	4.007791306068132e-4	0.020019468789326384	iter_22
llm871	63	44	19	panel	scale+nzv	glm	0.3134686570822498	0.2239059818822583	-0.4731870474582523	iter_22
llm871	63	44	19	panel	scale+nzv+pca	glm	0.3020459257645397	0.08384856874598656	-0.2895661733455525	iter_22
llm871	63	44	19	mo	scale+nzv	glm	0.2753899238255489	NA	NA	iter_22
llm871	63	44	19	mo	scale+nzv+pca	glm	0.2787187798963188	5.539948703606668e-4	0.023537095622881487	iter_22
bgj398	63	44	19	panel	scale+nzv	glm	0.20074275543437048	0.04030951791514484	0.20077230365552126	iter_23
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.19940887264907337	NA	NA	iter_23
bgj398	63	44	19	mo	scale+nzv	glm	0.19940887264907337	NA	NA	iter_23
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.19940887264907337	NA	NA	iter_23
binimetinib	173	121	52	panel	scale+nzv	glm	0.12035757146365884	NA	NA	iter_23
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.12035757146365884	NA	NA	iter_23
binimetinib	173	121	52	mo	scale+nzv	glm	0.11180232355055772	0.12483548911805999	0.35332066047439115	iter_23
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.11932791677829017	0.012143028671645028	0.11019541130031245	iter_23
bkm120	170	119	51	panel	scale+nzv	glm	0.15399189281267292	0.02785172718075127	-0.16688836742191251	iter_23
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.14992161170706095	0.0064183208418237166	-0.0801144234318872	iter_23
bkm120	170	119	51	mo	scale+nzv	glm	0.15192127602783273	0.03507867445322843	0.18729301763073933	iter_23
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.15303993960194934	3.455356955737549e-4	-0.01858859046764318	iter_23
byl719	141	99	42	panel	scale+nzv	glm	0.1904968590635595	0.024184800818850775	0.1555146321696154	iter_23
byl719	141	99	42	panel	scale+nzv+pca	glm	0.19222306092968	9.302942576462833e-4	-0.03050072552655565	iter_23
byl719	141	99	42	mo	scale+nzv	glm	0.17012806085811605	0.31480190878713765	0.5610721065844725	iter_23
byl719	141	99	42	mo	scale+nzv+pca	glm	0.18248857399558227	0.11675502426913689	0.34169434333792664	iter_23
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.11570910123608127	0.004069833315327887	0.06379524524075354	iter_23
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.1090685426412806	0.05121746512915701	0.22631275953679017	iter_23
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.10884703552817725	0.07983332500980682	0.2825479163076713	iter_23
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.10588533414252646	0.10142848555900474	0.31847839103933684	iter_23
cgm097	132	92	40	panel	scale+nzv	glm	0.1782734772373904	NA	NA	iter_23
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.1782734772373904	NA	NA	iter_23
cgm097	132	92	40	mo	scale+nzv	glm	0.1782734772373904	NA	NA	iter_23
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.17122889461829707	0.18470743917163138	0.4297760337334219	iter_23
clr457	159	111	48	panel	scale+nzv	glm	0.09534428610132113	NA	NA	iter_23
clr457	159	111	48	panel	scale+nzv+pca	glm	0.09534428610132113	NA	NA	iter_23
clr457	159	111	48	mo	scale+nzv	glm	0.09339816368685956	0.06000295273032773	0.24495500143970877	iter_23
clr457	159	111	48	mo	scale+nzv+pca	glm	0.09274092571631062	0.06442602678589211	0.25382282558093966	iter_23
hdm201	137	96	41	panel	scale+nzv	glm	0.20100695416240102	NA	NA	iter_23
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.1992858928767669	0.02345656358570121	0.15315535767873487	iter_23
hdm201	137	96	41	mo	scale+nzv	glm	0.20100695416240102	NA	NA	iter_23
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.1941239236635484	0.1388631900989339	0.3726435161101477	iter_23
lee011	172	120	52	panel	scale+nzv	glm	0.18739871038993824	NA	NA	iter_23
lee011	172	120	52	panel	scale+nzv+pca	glm	0.18739871038993824	NA	NA	iter_23
lee011	172	120	52	mo	scale+nzv	glm	0.18931894825434695	0.016578102403741652	0.12875598006982686	iter_23
lee011	172	120	52	mo	scale+nzv+pca	glm	0.1875710797450627	0.004501414494102013	0.06709258151317486	iter_23
ljm716	38	27	11	panel	scale+nzv	glm	0.1471539705459032	NA	NA	iter_23
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.1557170096079942	NA	NA	iter_23
ljm716	38	27	11	mo	scale+nzv	glm	0.14770527153932148	NA	NA	iter_23
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.12354475230161945	0.38071932638772504	0.6170245751894531	iter_23
lka136	115	80	35	panel	scale+nzv	glm	0.20486573678586079	NA	NA	iter_23
lka136	115	80	35	panel	scale+nzv+pca	glm	0.20784779349818017	0.010394892831659931	-0.1019553472440751	iter_23
lka136	115	80	35	mo	scale+nzv	glm	0.21125282301839504	0.03053078707097563	-0.17473061286155792	iter_23
lka136	115	80	35	mo	scale+nzv+pca	glm	0.20368812900630118	0.002772623810542375	0.052655710141848576	iter_23
llm871	63	44	19	panel	scale+nzv	glm	0.25449379014043993	NA	NA	iter_23
llm871	63	44	19	panel	scale+nzv+pca	glm	0.25245267682282424	0.019453079579095117	0.1394742971987854	iter_23
llm871	63	44	19	mo	scale+nzv	glm	0.2271916736051426	0.23646279833904688	0.48627440641992137	iter_23
llm871	63	44	19	mo	scale+nzv+pca	glm	0.25449379014043993	NA	NA	iter_23
bgj398	63	44	19	panel	scale+nzv	glm	0.2503257706132582	0.07405932144087572	0.27213842330857235	iter_24
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.252028013978427	NA	NA	iter_24
bgj398	63	44	19	mo	scale+nzv	glm	0.252028013978427	NA	NA	iter_24
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.252028013978427	NA	NA	iter_24
binimetinib	173	121	52	panel	scale+nzv	glm	0.15080976345019567	NA	NA	iter_24
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.15274728250337122	0.05415619201030222	-0.2327148298031353	iter_24
binimetinib	173	121	52	mo	scale+nzv	glm	0.14031982125498457	0.16969762831427243	0.41194371983836875	iter_24
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.14945566045271533	0.03578540297535025	0.18917030151519623	iter_24
bkm120	170	119	51	panel	scale+nzv	glm	0.16077610663213934	NA	NA	iter_24
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.160654406949478	0.03689736612910893	0.19208687130855387	iter_24
bkm120	170	119	51	mo	scale+nzv	glm	0.15695143805456424	0.057784500462562595	0.24038406865381615	iter_24
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.15882247277880937	0.1365818600716702	0.36956983111675956	iter_24
byl719	141	99	42	panel	scale+nzv	glm	0.18767273094293135	NA	NA	iter_24
byl719	141	99	42	panel	scale+nzv+pca	glm	0.18710038108412505	0.008948408313542862	0.09459602694375098	iter_24
byl719	141	99	42	mo	scale+nzv	glm	0.17836577450159724	0.10638612858004112	0.3261688651297685	iter_24
byl719	141	99	42	mo	scale+nzv+pca	glm	0.18212332574628542	0.06463081691359102	0.25422591707690034	iter_24
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.1422237533016768	4.904825440767227e-4	-0.022146840498742087	iter_24
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.12946751274102833	0.01634881516755346	0.12786248538001074	iter_24
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.15698407408860635	0.033226617899418345	0.18228169929923943	iter_24
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.12873190490145817	0.08792440251721864	0.2965204925755025	iter_24
cgm097	132	92	40	panel	scale+nzv	glm	0.12476252459591086	NA	NA	iter_24
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.12476252459591086	NA	NA	iter_24
cgm097	132	92	40	mo	scale+nzv	glm	0.1228074414913836	0.07741462834760196	0.2782348438776171	iter_24
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.12269214129156678	0.07356487870129085	0.2712284621887807	iter_24
clr457	159	111	48	panel	scale+nzv	glm	0.13976977440891358	0.01571315428055857	-0.125352121164975	iter_24
clr457	159	111	48	panel	scale+nzv+pca	glm	0.13591478824395792	9.662751276648449e-5	0.009829929438530293	iter_24
clr457	159	111	48	mo	scale+nzv	glm	0.13117825190868362	0.06011112999061792	0.24517571248110592	iter_24
clr457	159	111	48	mo	scale+nzv+pca	glm	0.13056025651661435	0.06857874300165923	0.2618754341316864	iter_24
hdm201	137	96	41	panel	scale+nzv	glm	0.21299877752190702	0.015012031295053355	0.12252359485035262	iter_24
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.21597230280231547	1.1808230282344476e-4	0.010866568125376326	iter_24
hdm201	137	96	41	mo	scale+nzv	glm	0.20591074859787872	0.10850465384711933	0.32940044603357677	iter_24
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.20917103749607427	0.09493394670525487	0.30811352892278987	iter_24
lee011	172	120	52	panel	scale+nzv	glm	0.1545820722825253	NA	NA	iter_24
lee011	172	120	52	panel	scale+nzv+pca	glm	0.15502865083916026	2.861216643656242e-7	-5.349034159225609e-4	iter_24
lee011	172	120	52	mo	scale+nzv	glm	0.15766839327255713	0.010337327028555998	0.10167264641267089	iter_24
lee011	172	120	52	mo	scale+nzv+pca	glm	0.16062654653483519	0.0047280734450065795	0.0687609878129058	iter_24
ljm716	38	27	11	panel	scale+nzv	glm	0.21172494930254726	NA	NA	iter_24
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.21172494930254726	NA	NA	iter_24
ljm716	38	27	11	mo	scale+nzv	glm	0.21172494930254726	NA	NA	iter_24
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.21209763641302312	4.32586613201417e-4	-0.020798716623902952	iter_24
lka136	115	80	35	panel	scale+nzv	glm	0.1729095975079729	NA	NA	iter_24
lka136	115	80	35	panel	scale+nzv+pca	glm	0.1733322566578167	0.010526012681526463	-0.1025963580324685	iter_24
lka136	115	80	35	mo	scale+nzv	glm	0.17744117709885934	0.008938822758643319	-0.09454534763087669	iter_24
lka136	115	80	35	mo	scale+nzv+pca	glm	0.1729095975079729	NA	NA	iter_24
llm871	63	44	19	panel	scale+nzv	glm	0.2885071611657419	0.018824662091098357	0.13720299592610344	iter_24
llm871	63	44	19	panel	scale+nzv+pca	glm	0.28440252059829135	0.03295248131859772	-0.1815281832625384	iter_24
llm871	63	44	19	mo	scale+nzv	glm	0.33727920215322543	9.32827255571097e-4	-0.030542220868350373	iter_24
llm871	63	44	19	mo	scale+nzv+pca	glm	0.28822221861861347	0.06581769503542041	-0.25654959566411406	iter_24
bgj398	63	44	19	panel	scale+nzv	glm	0.20563264046411456	0.129337315385845	0.3596349751982488	iter_25
bgj398	63	44	19	panel	scale+nzv+pca	glm	0.21235929681646515	0.05468915469742802	0.23385712453852678	iter_25
bgj398	63	44	19	mo	scale+nzv	glm	0.24622497112384348	0.04452300265639698	-0.21100474557790633	iter_25
bgj398	63	44	19	mo	scale+nzv+pca	glm	0.24020813253759773	0.02275172352582973	-0.1508367446142674	iter_25
binimetinib	173	121	52	panel	scale+nzv	glm	0.12107520896216271	NA	NA	iter_25
binimetinib	173	121	52	panel	scale+nzv+pca	glm	0.12093033499755447	0.004838526417861424	0.06955951709048463	iter_25
binimetinib	173	121	52	mo	scale+nzv	glm	0.11004336774456866	0.1733294191155642	0.4163284990432005	iter_25
binimetinib	173	121	52	mo	scale+nzv+pca	glm	0.1170706555982716	0.05994292231562773	0.24483243722110787	iter_25
bkm120	170	119	51	panel	scale+nzv	glm	0.17644130571188849	0.09123515793617139	0.30205158158197315	iter_25
bkm120	170	119	51	panel	scale+nzv+pca	glm	0.1808534713906129	NA	NA	iter_25
bkm120	170	119	51	mo	scale+nzv	glm	0.19376407116816857	0.0013728539311730693	-0.03705204354921695	iter_25
bkm120	170	119	51	mo	scale+nzv+pca	glm	0.18138302895714767	0.007903484631465741	0.08890154459550037	iter_25
byl719	141	99	42	panel	scale+nzv	glm	0.1487034339505166	NA	NA	iter_25
byl719	141	99	42	panel	scale+nzv+pca	glm	0.1481458507697136	0.0363753476571428	0.1907232226477489	iter_25
byl719	141	99	42	mo	scale+nzv	glm	0.1332299704573967	0.2071916893825248	0.45518313828889223	iter_25
byl719	141	99	42	mo	scale+nzv+pca	glm	0.14313433447884263	0.0829122107843518	0.2879448051004772	iter_25
byl719-ljm716	134	94	40	panel	scale+nzv	glm	0.13059826984570297	0.013592920853610926	0.11658868235644027	iter_25
byl719-ljm716	134	94	40	panel	scale+nzv+pca	glm	0.13251741867719513	0.005736701386518871	0.0757410152197531	iter_25
byl719-ljm716	134	94	40	mo	scale+nzv	glm	0.11126221669632021	0.2797125322869973	0.528878561001481	iter_25
byl719-ljm716	134	94	40	mo	scale+nzv+pca	glm	0.12013728467428832	0.15436822044566226	0.3928972135885698	iter_25
cgm097	132	92	40	panel	scale+nzv	glm	0.150035501375273	0.006165423110691554	0.0785202082950087	iter_25
cgm097	132	92	40	panel	scale+nzv+pca	glm	0.15476568437028906	0.001561770382860702	-0.039519240666550035	iter_25
cgm097	132	92	40	mo	scale+nzv	glm	0.15224125110980227	0.005788647156752722	0.07608315948192952	iter_25
cgm097	132	92	40	mo	scale+nzv+pca	glm	0.14896438188787628	2.390808415606187e-4	0.015462239215605827	iter_25
clr457	159	111	48	panel	scale+nzv	glm	0.09315127460819488	NA	NA	iter_25
clr457	159	111	48	panel	scale+nzv+pca	glm	0.09374835831386731	0.01613228838467743	0.12701294573655644	iter_25
clr457	159	111	48	mo	scale+nzv	glm	0.08981339723186217	0.09141736192170327	0.3023530418595177	iter_25
clr457	159	111	48	mo	scale+nzv+pca	glm	0.09082832077248847	0.08759929512796544	0.2959717809656276	iter_25
hdm201	137	96	41	panel	scale+nzv	glm	0.21583320729230027	0.012141507368451532	-0.11018850833209211	iter_25
hdm201	137	96	41	panel	scale+nzv+pca	glm	0.2010900484038074	0.07632350157392986	0.27626708376846104	iter_25
hdm201	137	96	41	mo	scale+nzv	glm	0.19901904814470645	0.06117245913383224	0.24733066759670594	iter_25
hdm201	137	96	41	mo	scale+nzv+pca	glm	0.20032119324902883	0.052787016556407836	0.22975425253171666	iter_25
lee011	172	120	52	panel	scale+nzv	glm	0.16299565790078943	NA	NA	iter_25
lee011	172	120	52	panel	scale+nzv+pca	glm	0.1634744118646255	0.020822532832711852	-0.14430014841541866	iter_25
lee011	172	120	52	mo	scale+nzv	glm	0.1698944526584681	5.5962469666898394e-5	0.007480806752409689	iter_25
lee011	172	120	52	mo	scale+nzv+pca	glm	0.16240050095059863	0.009086028606688815	0.09532066201348381	iter_25
ljm716	38	27	11	panel	scale+nzv	glm	0.24977628814691388	0.4363523855816249	-0.6605697431623893	iter_25
ljm716	38	27	11	panel	scale+nzv+pca	glm	0.22059396894992694	0.45608270202012874	-0.6753389534301488	iter_25
ljm716	38	27	11	mo	scale+nzv	glm	0.21039244322397357	NA	NA	iter_25
ljm716	38	27	11	mo	scale+nzv+pca	glm	0.21039244322397357	NA	NA	iter_25
lka136	115	80	35	panel	scale+nzv	glm	0.1916045199957245	0.0034488998939278094	-0.05872733515091426	iter_25
lka136	115	80	35	panel	scale+nzv+pca	glm	0.18736486193738042	0.011501218455760211	-0.10724373387643779	iter_25
lka136	115	80	35	mo	scale+nzv	glm	0.21172686125781204	2.899589508952629e-6	0.001702818108005852	iter_25
lka136	115	80	35	mo	scale+nzv+pca	glm	0.19965704933034362	0.003355094180417796	-0.05792317481300378	iter_25
llm871	63	44	19	panel	scale+nzv	glm	0.2727604605722015	0.001035669338243444	0.0321818168884767	iter_25
llm871	63	44	19	panel	scale+nzv+pca	glm	0.26713124510930336	1.2835748731600038e-4	0.011329496339908512	iter_25
llm871	63	44	19	mo	scale+nzv	glm	0.29453831314302603	0.018755426264261053	-0.13695045185855012	iter_25
llm871	63	44	19	mo	scale+nzv+pca	glm	0.319460485029089	0.14978872388444395	-0.3870254822158923	iter_25
